log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
7808,15261,2023-04-06,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Niedrig,2023-04-20,85
7809,16629,2024-06-25,Tarif,Vertrag,Vertragsverlängerung,Neutral,Email,Niedrig,2024-07-08,167
7810,4736,2024-10-11,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2024-10-22,6
7811,10809,2024-04-17,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Mittel,2024-04-29,156
7812,16220,2025-05-06,Wärmepumpe,Technisch,Effizienz zu niedrig,Positiv,Chat,Mittel,2025-05-11,175
7813,4144,2023-10-25,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Chat,Mittel,2023-11-02,64
7814,3798,2024-06-21,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2024-06-22,51
7815,9041,2024-04-10,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Mittel,2024-04-20,67
7816,19725,2024-07-30,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Email,Hoch,2024-08-02,122
7817,9241,2023-11-22,Allgemein,Service,Informationsanfrage,Positiv,App,Niedrig,2023-11-28,88
7818,9650,2023-12-07,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2023-12-14,140
7819,1507,2024-03-15,Rechnung,Abrechnung,Gutschrift angefragt,Positiv,App,Mittel,2024-03-22,146
7820,2739,2023-04-01,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Kritisch,2023-04-05,1
7821,2564,2025-05-09,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,App,Niedrig,2025-05-20,42
7822,2311,2024-10-28,Tarif,Vertrag,Umzug melden,Negativ,App,Niedrig,2024-11-02,36
7823,6219,2023-06-30,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2023-07-03,83
7824,716,2025-03-11,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Niedrig,2025-03-19,142
7825,17836,2024-02-15,Rechnung,Abrechnung,Zahlungsplan angefragt,Positiv,App,Mittel,2024-02-21,20
7826,12162,2023-03-11,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Mittel,2023-03-18,7
7827,8467,2025-04-26,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Mittel,2025-04-28,4
7828,15805,2024-04-17,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Mittel,2024-04-24,72
7829,1701,2025-02-01,Solar,Technisch,Einspeisevergütung Frage,Neutral,App,Mittel,2025-02-05,123
7830,7254,2024-07-18,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Chat,Hoch,2024-07-20,59
7831,16969,2023-10-06,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Mittel,2023-10-11,65
7832,17142,2025-03-09,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Email,Mittel,2025-03-11,59
7833,6792,2025-02-02,Rechnung,Abrechnung,Rechnungsfrage,Neutral,App,Niedrig,2025-02-16,39
7834,17418,2024-09-28,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Negativ,App,Niedrig,2024-10-11,124
7835,8636,2024-03-27,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,App,Hoch,2024-04-01,30
7836,17159,2024-05-04,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2024-05-17,32
7837,3235,2024-09-14,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Mittel,2024-09-21,4
7838,12634,2024-09-18,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2024-09-20,76
7839,1493,2025-03-05,Allgemein,Service,Beschwerde,Negativ,App,Kritisch,2025-03-08,129
7840,16688,2024-11-09,Rechnung,Abrechnung,Rechnungsfrage,Negativ,Telefon,Hoch,2024-11-11,104
7841,3818,2023-06-30,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Positiv,App,Niedrig,2023-07-07,160
7842,11798,2025-05-03,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Telefon,Niedrig,2025-05-12,140
7843,371,2023-05-04,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Mittel,2023-05-06,165
7844,11600,2025-04-03,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Niedrig,2025-04-13,29
7845,16900,2023-08-19,Smart Meter,Installation,Smart Meter Installation angefragt,Positiv,Telefon,Niedrig,2023-09-02,106
7846,14790,2023-04-23,Rechnung,Abrechnung,Zahlungsplan angefragt,Positiv,Telefon,Kritisch,2023-04-24,105
7847,17745,2023-10-11,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Hoch,2023-10-16,154
7848,17649,2024-11-19,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Mittel,2024-11-22,34
7849,14593,2023-04-01,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Mittel,2023-04-11,34
7850,7267,2024-12-06,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2024-12-10,117
7851,18000,2024-08-25,Speicher,Technisch,Kapazität gesunken,Neutral,App,Niedrig,2024-09-06,28
7852,6743,2025-04-27,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Mittel,2025-04-28,95
7853,1041,2023-01-02,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Mittel,2023-01-02,31
7854,5108,2023-09-05,Speicher,Technisch,Kapazität gesunken,Negativ,App,Mittel,2023-09-18,176
7855,15922,2023-10-01,Rechnung,Abrechnung,Abschlag anpassen,Neutral,App,Niedrig,2023-10-14,164
7856,19231,2024-08-21,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Hoch,2024-08-25,109
7857,4175,2023-12-30,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Kritisch,2023-12-31,46
7858,10996,2024-04-23,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Telefon,Mittel,2024-04-24,22
7859,6430,2025-05-08,Rechnung,Abrechnung,Abschlag zu hoch,Positiv,Chat,Mittel,2025-05-17,92
7860,11501,2025-02-23,Smart Meter,Installation,Smart Meter Installation angefragt,Positiv,Chat,Niedrig,2025-03-02,42
7861,14457,2024-03-15,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,Telefon,Niedrig,2024-03-24,195
7862,12195,2024-03-24,Solar,Technisch,Wechselrichter Fehler,Neutral,Email,Niedrig,2024-03-29,180
7863,6218,2023-11-17,Tarif,Vertrag,Preisgarantie Frage,Positiv,Chat,Mittel,2023-12-01,161
7864,10689,2024-09-10,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2024-09-22,44
7865,422,2023-06-02,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Telefon,Mittel,2023-06-12,74
7866,19679,2024-12-21,Tarif,Vertrag,Umzug melden,Neutral,App,Niedrig,2024-12-31,175
7867,16406,2024-09-25,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Chat,Mittel,2024-09-26,141
7868,14484,2023-05-16,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Kritisch,2023-05-23,2
7869,11249,2025-06-25,Rechnung,Abrechnung,Abschlag anpassen,Positiv,App,Mittel,2025-07-03,30
7870,1656,2023-05-03,Tarif,Vertrag,Preisgarantie Frage,Positiv,App,Mittel,2023-05-04,171
7871,1515,2024-08-29,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Mittel,2024-09-08,39
7872,1309,2023-12-06,Tarif,Vertrag,Tarifwechsel angefragt,Positiv,App,Mittel,2023-12-08,80
7873,17098,2024-08-11,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Hoch,2024-08-12,158
7874,7718,2024-09-10,Tarif,Vertrag,Umzug melden,Neutral,App,Kritisch,2024-09-12,175
7875,10230,2024-09-01,Speicher,Technisch,Kapazität gesunken,Neutral,App,Mittel,2024-09-10,56
7876,12896,2024-10-05,Tarif,Vertrag,Umzug melden,Neutral,Email,Niedrig,2024-10-13,84
7877,7265,2023-02-17,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Mittel,2023-02-20,135
7878,14468,2023-11-26,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Hoch,2023-11-29,198
7879,8980,2023-12-17,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Mittel,2023-12-19,35
7880,1121,2024-09-24,Speicher,Technisch,Kapazität gesunken,Neutral,Telefon,Mittel,2024-10-06,137
7881,6030,2023-01-13,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Chat,Niedrig,2023-01-23,30
7882,15549,2024-10-24,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Chat,Niedrig,2024-11-07,190
7883,12160,2025-06-10,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2025-06-23,99
7884,19661,2023-12-21,Allgemein,Service,Kontaktdaten ändern,Negativ,Chat,Hoch,2023-12-25,1
7885,889,2025-03-27,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Mittel,2025-03-29,68
7886,14226,2023-12-22,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Mittel,2024-01-02,105
7887,13691,2023-10-07,Solar,Technisch,Einspeisevergütung Frage,Neutral,Chat,Hoch,2023-10-08,151
7888,7887,2023-10-17,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Kritisch,2023-10-20,2
7889,16137,2025-05-24,Wallbox,E-Mobility,Wallbox defekt,Negativ,App,Hoch,2025-05-30,76
7890,17003,2025-04-01,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Niedrig,2025-04-10,139
7891,10489,2025-06-12,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Niedrig,2025-06-13,24
7892,7818,2023-02-04,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2023-02-07,89
7893,8103,2025-05-24,Tarif,Vertrag,Kündigung,Neutral,Chat,Hoch,2025-05-25,138
7894,11328,2023-07-07,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Niedrig,2023-07-07,134
7895,16176,2024-03-02,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Hoch,2024-03-09,96
7896,11607,2024-12-22,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Hoch,2024-12-25,175
7897,2869,2025-04-18,Solar,Technisch,Wechselrichter Fehler,Neutral,Email,Mittel,2025-04-18,145
7898,5481,2025-05-07,Wallbox,E-Mobility,Wallbox Installation angefragt,Positiv,Chat,Mittel,2025-05-13,119
7899,5067,2023-08-19,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Hoch,2023-08-21,96
7900,1391,2025-05-20,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Negativ,Chat,Mittel,2025-05-28,118
7901,3466,2025-02-07,Allgemein,Service,Allgemeine Anfrage,Negativ,App,Mittel,2025-02-11,193
7902,16655,2024-10-15,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2024-10-22,66
7903,12115,2024-06-21,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Mittel,2024-06-28,151
7904,12539,2023-07-06,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Telefon,Mittel,2023-07-12,153
7905,13584,2024-05-21,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Email,Mittel,2024-05-28,24
7906,522,2024-11-14,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Niedrig,2024-11-22,134
7907,18093,2024-01-22,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Hoch,2024-01-23,174
7908,1354,2023-09-28,Smart Meter,Installation,Smart Meter Installation angefragt,Negativ,Email,Hoch,2023-10-01,138
7909,9123,2023-01-13,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Mittel,2023-01-23,121
7910,12948,2024-08-17,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Hoch,2024-08-17,15
7911,19220,2023-05-06,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Kritisch,2023-05-06,96
7912,15936,2025-06-10,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Mittel,2025-06-14,39
7913,1811,2025-01-30,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Mittel,2025-02-09,164
7914,15797,2023-02-24,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Hoch,2023-02-26,45
7915,16694,2024-07-01,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Mittel,2024-07-12,187
7916,5247,2023-03-15,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Mittel,2023-03-27,132
7917,6053,2025-05-20,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Niedrig,2025-05-23,25
7918,1923,2025-04-13,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2025-04-20,14
7919,3875,2023-06-18,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Email,Mittel,2023-06-25,169
7920,11336,2025-05-02,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Telefon,Niedrig,2025-05-13,149
7921,4769,2023-05-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Negativ,Chat,Mittel,2023-05-08,103
7922,774,2024-12-12,Rechnung,Abrechnung,Abschlag zu hoch,Negativ,App,Mittel,2024-12-18,102
7923,17392,2024-01-16,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Mittel,2024-01-27,171
7924,3001,2025-01-22,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Hoch,2025-01-24,67
7925,10684,2024-04-01,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Chat,Niedrig,2024-04-05,154
7926,8932,2023-09-12,Rechnung,Abrechnung,Unstimmigkeit in Rechnung,Neutral,Email,Mittel,2023-09-18,120
7927,12307,2023-09-07,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2023-09-20,160
7928,5019,2023-07-29,Tarif,Vertrag,Umzug melden,Positiv,Chat,Mittel,2023-08-09,32
7929,15028,2023-09-28,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Kritisch,2023-10-04,58
7930,3225,2025-05-29,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Kritisch,2025-06-02,148
7931,11600,2023-05-22,Tarif,Vertrag,Vertragsverlängerung,Neutral,Telefon,Niedrig,2023-06-02,25
7932,18391,2023-12-13,Speicher,Technisch,Kapazität gesunken,Neutral,Telefon,Hoch,2023-12-16,83
7933,9432,2025-05-12,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Telefon,Mittel,2025-05-15,124
7934,2493,2024-06-01,Tarif,Vertrag,Umzug melden,Neutral,Email,Hoch,2024-06-02,178
7935,4218,2025-06-02,Allgemein,Service,Beschwerde,Negativ,Chat,Niedrig,2025-06-06,101
7936,6847,2023-04-11,Tarif,Vertrag,Preisgarantie Frage,Negativ,Telefon,Mittel,2023-04-13,166
7937,7157,2023-07-01,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Email,Niedrig,2023-07-04,176
7938,12445,2025-02-14,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Niedrig,2025-02-19,93
7939,15440,2023-09-06,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Hoch,2023-09-09,159
7940,10198,2025-04-19,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,App,Hoch,2025-04-23,127
7941,6410,2023-12-31,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Chat,Mittel,2023-12-31,133
7942,12952,2024-12-30,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Mittel,2025-01-06,194
7943,5626,2025-01-23,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Niedrig,2025-02-03,71
7944,2914,2024-05-11,Allgemein,Service,Informationsanfrage,Negativ,Chat,Mittel,2024-05-15,193
7945,14437,2023-10-26,Rechnung,Abrechnung,Rechnungsfrage,Neutral,App,Mittel,2023-11-02,3
7946,17947,2024-10-26,Solar,Technisch,Wechselrichter Fehler,Neutral,Telefon,Niedrig,2024-11-04,192
7947,10341,2024-09-21,Allgemein,Service,Informationsanfrage,Neutral,Telefon,Mittel,2024-10-04,36
7948,13688,2023-07-08,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Hoch,2023-07-13,98
7949,13171,2024-06-25,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,App,Mittel,2024-07-02,181
7950,1375,2024-12-29,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Niedrig,2025-01-01,197
7951,10553,2024-05-23,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Email,Hoch,2024-05-28,50
7952,19372,2023-04-27,Allgemein,Service,Kontaktdaten ändern,Neutral,Telefon,Mittel,2023-05-10,148
7953,6213,2024-06-26,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Email,Mittel,2024-06-27,53
7954,12312,2025-02-15,Tarif,Vertrag,Vertragsverlängerung,Negativ,Email,Mittel,2025-03-01,57
7955,14239,2023-12-13,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Mittel,2023-12-16,85
7956,6423,2024-03-22,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Mittel,2024-03-25,110
7957,13894,2024-06-17,Rechnung,Abrechnung,Rechnungsfrage,Negativ,Telefon,Mittel,2024-06-21,128
7958,2324,2025-04-08,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2025-04-15,197
7959,14005,2023-04-22,Tarif,Vertrag,Preisgarantie Frage,Negativ,Email,Kritisch,2023-04-24,155
7960,7725,2023-11-16,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Mittel,2023-11-29,129
7961,13144,2024-06-18,Rechnung,Abrechnung,Rechnungsfrage,Neutral,App,Niedrig,2024-06-25,88
7962,9488,2023-09-14,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Kritisch,2023-09-17,40
7963,10702,2023-04-11,Allgemein,Service,Lob,Positiv,Telefon,Niedrig,2023-04-20,150
7964,2212,2025-04-10,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Mittel,2025-04-15,147
7965,6423,2024-07-16,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Telefon,Hoch,2024-07-17,149
7966,8663,2024-05-08,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Hoch,2024-05-10,116
7967,16070,2024-07-28,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Hoch,2024-08-01,125
7968,2154,2023-07-04,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Mittel,2023-07-12,50
7969,1314,2023-05-09,Allgemein,Service,Informationsanfrage,Neutral,App,Hoch,2023-05-12,169
7970,7461,2024-12-05,Allgemein,Service,Allgemeine Anfrage,Neutral,Email,Hoch,2024-12-05,36
7971,10833,2025-05-27,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2025-06-06,49
7972,7565,2023-03-13,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Hoch,2023-03-16,14
7973,5674,2023-03-11,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Mittel,2023-03-25,126
7974,4660,2023-04-07,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Mittel,2023-04-11,24
7975,17278,2023-11-01,Speicher,Technisch,Kapazität gesunken,Positiv,Chat,Kritisch,2023-11-06,61
7976,17039,2023-09-29,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2023-10-10,5
7977,13726,2024-05-21,Solar,Technisch,Einspeisevergütung Frage,Positiv,Email,Kritisch,2024-05-28,11
7978,12416,2023-08-06,Tarif,Vertrag,Preisgarantie Frage,Neutral,Email,Hoch,2023-08-10,136
7979,15109,2025-05-13,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Mittel,2025-05-24,116
7980,13790,2023-01-20,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Kritisch,2023-01-26,71
7981,705,2024-09-07,Wallbox,E-Mobility,App-Verbindung unterbrochen,Positiv,Email,Mittel,2024-09-18,16
7982,1073,2023-10-02,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Hoch,2023-10-03,162
7983,2191,2024-03-23,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Mittel,2024-03-28,77
7984,12839,2024-12-31,Rechnung,Abrechnung,Rechnungsfrage,Negativ,App,Kritisch,2025-01-03,121
7985,6098,2025-01-13,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Niedrig,2025-01-17,190
7986,13432,2024-12-27,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Mittel,2025-01-09,137
7987,9497,2023-03-21,Solar,Technisch,Einspeisevergütung Frage,Negativ,Telefon,Niedrig,2023-04-01,129
7988,7298,2024-01-06,Solar,Technisch,Solaranlage Ertrag niedrig,Negativ,Chat,Mittel,2024-01-14,6
7989,4779,2024-09-24,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Mittel,2024-09-24,98
7990,27,2024-07-17,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Kritisch,2024-07-18,50
7991,5556,2023-08-09,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Email,Kritisch,2023-08-11,94
7992,11064,2024-05-26,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2024-06-08,162
7993,754,2023-11-06,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Negativ,Chat,Mittel,2023-11-17,127
7994,4573,2023-08-15,Wallbox,E-Mobility,Ladekarte Probleme,Positiv,App,Mittel,2023-08-23,32
7995,12030,2024-02-11,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Email,Hoch,2024-02-11,59
7996,17867,2024-10-16,Rechnung,Abrechnung,Abschlag zu hoch,Negativ,Telefon,Mittel,2024-10-21,34
7997,16497,2024-06-06,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Mittel,2024-06-09,192
7998,13201,2024-04-02,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2024-04-04,63
7999,13552,2023-08-13,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Niedrig,2023-08-16,162
8000,10172,2023-03-01,Solar,Technisch,Solaranlage produziert nicht,Negativ,Email,Mittel,2023-03-03,130
8001,9015,2024-02-23,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2024-02-23,156
8002,11693,2024-01-22,Speicher,Technisch,Kapazität gesunken,Positiv,Telefon,Mittel,2024-01-29,30
8003,17336,2023-08-04,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Niedrig,2023-08-07,35
8004,18338,2023-06-11,Solar,Technisch,Solaranlage produziert nicht,Negativ,Telefon,Hoch,2023-06-16,83
8005,9709,2023-03-13,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Mittel,2023-03-13,173
8006,16741,2024-05-17,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2024-05-24,54
8007,19133,2023-10-12,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Mittel,2023-10-18,183
8008,5393,2024-07-23,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,App,Mittel,2024-07-28,188
8009,10212,2025-01-26,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Mittel,2025-02-02,14
8010,13871,2025-01-05,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Hoch,2025-01-06,72
8011,8259,2025-04-24,Allgemein,Service,Kontaktdaten ändern,Neutral,Telefon,Mittel,2025-05-08,170
8012,7482,2023-01-20,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,App,Hoch,2023-01-24,89
8013,6740,2024-12-18,Allgemein,Service,Kontaktdaten ändern,Neutral,App,Niedrig,2024-12-26,129
8014,15129,2024-07-15,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Niedrig,2024-07-29,1
8015,3985,2023-04-29,Wallbox,E-Mobility,App-Verbindung unterbrochen,Negativ,Chat,Mittel,2023-05-10,133
8016,18799,2024-07-18,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Mittel,2024-07-30,56
8017,1156,2023-11-14,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Mittel,2023-11-20,63
8018,17470,2024-06-04,Allgemein,Service,Beschwerde,Negativ,Telefon,Kritisch,2024-06-08,131
8019,3600,2024-03-20,Allgemein,Service,Lob,Positiv,Email,Niedrig,2024-03-25,191
8020,8810,2023-07-15,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2023-07-28,51
8021,14154,2024-08-02,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Mittel,2024-08-08,22
8022,9332,2024-09-26,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Niedrig,2024-09-30,195
8023,2809,2024-01-14,Tarif,Vertrag,Kündigung,Neutral,Email,Niedrig,2024-01-15,117
8024,11042,2023-06-03,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Niedrig,2023-06-13,38
8025,2763,2023-07-06,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Mittel,2023-07-07,53
8026,5815,2023-07-09,Tarif,Vertrag,Vertragsverlängerung,Positiv,Chat,Hoch,2023-07-14,93
8027,12623,2023-06-01,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,App,Mittel,2023-06-04,90
8028,14181,2023-09-04,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Chat,Kritisch,2023-09-11,150
8029,8655,2023-06-29,Speicher,Technisch,Kapazität gesunken,Negativ,Telefon,Niedrig,2023-07-05,74
8030,77,2023-12-09,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,Telefon,Kritisch,2023-12-12,184
8031,19880,2025-02-12,Solar,Technisch,Wechselrichter Fehler,Positiv,Email,Mittel,2025-02-13,152
8032,10240,2024-05-01,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Kritisch,2024-05-02,20
8033,7726,2024-03-03,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2024-03-08,170
8034,3359,2023-06-15,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Email,Mittel,2023-06-23,104
8035,9193,2023-04-19,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,App,Niedrig,2023-04-30,72
8036,15148,2024-03-24,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Mittel,2024-04-04,69
8037,1791,2023-02-20,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Chat,Hoch,2023-02-23,64
8038,17436,2024-06-20,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Email,Niedrig,2024-06-26,73
8039,19844,2023-07-05,Solar,Technisch,Solaranlage produziert nicht,Negativ,App,Hoch,2023-07-10,59
8040,7002,2024-12-05,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Hoch,2024-12-08,6
8041,13755,2024-03-22,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Telefon,Niedrig,2024-04-01,17
8042,1161,2024-05-01,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Chat,Niedrig,2024-05-01,13
8043,5715,2023-08-13,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Kritisch,2023-08-17,10
8044,16184,2023-07-29,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,App,Mittel,2023-08-11,9
